2000000,-0.491157708
31990000,-0.902040896
61980000,-1.233023813
91970000,-1.434160249
121960000,-1.421910293
151950000,-1.626597545
181940000,-1.764489339
211930000,-1.724925862
241920000,-1.927536225
271910000,-1.992673545
301900000,-1.932490904
331890000,-2.194097644
361880000,-2.197546206
391870000,-2.082391869
421860000,-2.380172514
451850000,-2.384626076
481840000,-2.220997915
511830000,-2.492219214
541820000,-2.53672904
571810000,-2.376310417
601800000,-2.568353287
631790000,-2.64895768
661780000,-2.570784641
691770000,-2.657548572
721760000,-2.650876213
751750000,-2.707199065
781740000,-2.714054153
811730000,-2.591514827
841720000,-2.851656641
871710000,-2.907668618
901700000,-2.578585056
931690000,-2.905525107
961680000,-3.106010864
991670000,-2.588562152
1021660000,-2.866218508
1051650000,-3.316445201
1081640000,-2.751452588
1111630000,-2.891492386
1141620000,-3.509905401
1171610000,-3.075831923
1201600000,-3.058860431
1231590000,-3.652492992
1261580000,-3.564680407
1291570000,-3.487399392
1321560000,-3.890407679
1351550000,-4.16516619
1381540000,-4.143679442
1411530000,-4.040361312
1441520000,-4.2773755
1471510000,-4.455448974
1501500000,-3.717520441
1531490000,-3.518457225
1561480000,-4.166639394
1591470000,-3.605171801
1621460000,-3.468431365
1651450000,-4.929429315
1681440000,-4.975502958
1711430000,-4.568402507
1741420000,-6.04558226
1771410000,-6.542674609
1801400000,-5.407422115
1831390000,-6.126720743
1861380000,-7.164478818
1891370000,-5.991448879
1921360000,-5.8787143
1951350000,-6.819640554
1981340000,-6.645857111
2011330000,-6.123732012
2041320000,-6.630543238
2071310000,-7.600739717
2101300000,-7.158326978
2131290000,-7.114042286
2161280000,-9.21868393
2191270000,-9.730512403
2221260000,-9.045731133
2251250000,-12.03857931
2281240000,-15.33163722
2311230000,-12.73549336
2341220000,-14.35912421
2371210000,-22.2504546
2401200000,-17.30153507
2431190000,-14.75015022
2461180000,-18.57460159
2491170000,-23.34751102
2521160000,-16.87358393
2551150000,-17.51857018
2581140000,-25.51667107
2611130000,-24.84665789
2641120000,-20.06726756
2671110000,-20.02381552
2701100000,-24.38130818
2731090000,-24.56108287
2761080000,-16.27621784
2791070000,-15.18950086
2821060000,-19.12503958
2851050000,-14.36479004
2881040000,-11.77371805
2911030000,-14.53198722
2941020000,-13.71266002
2971010000,-10.47011414
3001000000,-12.0895855
3030990000,-13.44291155
3060980000,-10.28248611
3090970000,-10.72042341
3120960000,-12.59273605
3150950000,-10.90630253
3180940000,-10.57279333
3210930000,-12.46336399
3240920000,-13.42666466
3270910000,-12.50626175
3300900000,-13.84630883
3330890000,-19.38109094
3360880000,-19.70772116
3390870000,-16.65172089
3420860000,-16.22749712
3450850000,-20.50212441
3480840000,-14.29403344
3510830000,-11.19213927
3540820000,-13.82531436
3570810000,-12.51091124
3600800000,-9.476850135
3630790000,-11.00947502
3660780000,-11.351141
3690770000,-9.108162561
3720760000,-9.97172935
3750750000,-10.63785384
3780740000,-9.349918078
3810730000,-9.603414719
3840720000,-9.767423225
3870710000,-9.605742641
3900700000,-9.817216433
3930690000,-8.98967712
3960680000,-9.303513005
3990670000,-10.13628349
4020660000,-8.662645863
4050650000,-9.019036401
4080640000,-10.78646744
4110630000,-8.584328358
4140620000,-8.471827915
4170610000,-10.75286486
4200600000,-8.778474838
4230590000,-8.089310689
4260580000,-10.11540557
4290570000,-9.069038617
4320560000,-8.359765448
4350550000,-9.900332093
4380540000,-9.250597426
4410530000,-8.788244735
4440520000,-9.72328159
4470510000,-8.936680956
4500500000,-9.363364089
4530490000,-10.26497528
4560480000,-8.744771244
4590470000,-9.49466129
4620460000,-10.94021203
4650450000,-8.982028566
4680440000,-9.95872222
4710430000,-12.81930597
4740420000,-10.27187577
4770410000,-10.85588885
4800400000,-14.05673064
4830390000,-11.91040891
4860380000,-12.6238489
4890370000,-16.99233549
4920360000,-15.64813208
4950350000,-15.54088182
4980340000,-17.33239909
5010330000,-15.38013095
5040320000,-12.76360646
5070310000,-12.64840889
5100300000,-10.70698108
5130290000,-10.05693669
5160280000,-10.83953504
5190270000,-8.39922177
5220260000,-8.291543035
5250250000,-10.62764607
5280240000,-8.401701997
5310230000,-8.315208104
5340220000,-11.04271471
5370210000,-8.914681099
5400200000,-8.731668945
5430190000,-11.83240237
5460180000,-10.43272334
5490170000,-9.602013021
5520160000,-11.72885286
5550150000,-12.49467752
5580140000,-12.04715463
5610130000,-13.1765076
5640120000,-14.90323266
5670110000,-15.30482826
5700100000,-14.23251546
5730090000,-14.72860533
5760080000,-18.70728848
5790070000,-17.62923549
5820060000,-14.83816937
5850050000,-17.35581342
5880040000,-20.69660745
5910030000,-14.99388551
5940020000,-15.37397126
5970010000,-21.80803158
6000000000,-15.61552593
